Author,Comment,Time
@johnvirga6181," @myonessos  It's so LP because of Mike, he wrote and produced most of LP stuff, still does, hence there is not much of a difference.  I hear what Mike brings to the table, nothing here at this point is Chester.  Was Chester the missing part for Mike's vision, I'd have to say yes but at this point it's obvious that this vibe is total LP and obviously no Chester. Sort of proof, Chester not needed here.",2 hours ago
@magdalenamorawska179,I love this song - so powerful 🔥❤️‍🔥 and great video too ❤ 😍,7 hours ago
@eldoardo,It sounds like Limp Bizkit and Korn had a baby,7 hours ago
@ОленаВавринюк-п1з,"Finally Brad in the house 🤩😎

All of you just made Chester proud🤘🏻",7 hours ago (edited)
@AoxziClean,We getting through high school with this one 🔥,7 hours ago
@outtayerloop489,Emily you're ama-a-a-a-a-a-zing,7 hours ago
@edgarnunes8362,"""You should've recognized, it's too late for choosing sides."" 🥶",7 hours ago
@alinam5651,Where is the first 1/3 of the song from? The mast 1/3 one step closer. But first? And middle?,7 hours ago
@ockabdalakrennen844,"Indistinto de la dama de honor, ya suena un poco mas a LP",7 hours ago
@juliaprokoptseva7903,"[Intro: Emily Armstrong]
Get right!

[Verse 1: Mike Shinoda]
Last time, I was hanging by a thread
Tryna say I'm not, but I'm in it over my head
That's when I figured out where it led
Beginnin' to realize that you put me over the edge

[Pre-Chorus: Mike Shinoda]
Your truth's not rigid, your rules aren't fair
The dark's too vivid, the light's not there
I start to give in, but I can't bear
To put it all behind, I run into it blind like

[Chorus: Emily Armstrong]
Two-faced, caught in the middle
Caught in the middle
Too late, countin' to zero
Countin' to zero
You should have recognizеd
It's too late for choosing sides
Two-faced, caught in thе middle
Caught in the middle (Two-faced)

[Verse 2: Mike Shinoda]
Last time, you told me it wasn't true
And pointin' every finger at things that you didn't do
So that's why I kept missin' the clues
And never realized that the one that did it was you

[Pre-Chorus: Mike Shinoda]
Your truth's not rigid, your rules aren't fair
The dark's too vivid, the light's not there
I start to give in, but I can't bear
To put it all behind, I run into it blind like
[Chorus: Emily Armstrong]
Two-faced, caught in the middle
Caught in the middle
Too late, countin' to zero
Countin' to zero
You should have recognized
It's too late for choosing sides
Two-faced, caught in the middle
Caught in the middle (Two-faced)

[Bridge: Emily Armstrong]
I can't hear myself think
I can't hear myself think
I can't hear myself think

[Breakdown: Emily Armstrong]
Stop yelling at me
I can't hear myself think, yeah
Stop yelling at me
Stop yelling at me
Stop yelling at me

[Chorus: Emily Armstrong]
Two-faced, caught in the middle
Caught in the middle
Too late, countin' to zero
Countin' to zero
You should have recognized
It's too late for choosing sides
Two-faced, caught in the middle
Caught in the middle, caught in the middle
Caught in the middle, caught in the middle
Caught in the middle (Two-faced)
[Outro: Emily Armstrong & Mike Shinoda]
Is that what it is?
That's what it is
Hahahahaha
We're on the same page right now",7 hours ago
@mannscreen5917,"""SHUTTT UPPP WHEN IM TALKING TO YOUUU!!!!"" ""STOOPPP YELLING AT MEEEE!!!"" that's chilling.....",7 hours ago
@ThePandaMike,2024. What. A. Year. LET'S GOOOOOOO!!!,7 hours ago
@mrzakat2814,Classic LP soundz ❤,7 hours ago
@mattlaferriere5903,"I love and I can't wait to get the new album tomorrow,  and the screaming near the end that brings me back to the 2000 , and that brought happy tears, we all love you emily , put on a serious note. When are you guys coming to Florida? Because I need tickets like now",7 hours ago
@RZPMKKTEAM,Two Step Closed,7 hours ago
@doggywestside,🔥🔥🔥,7 hours ago
@prikanishizawa9325,Love it!,7 hours ago
@zagadape109,Chasing their own tail.,7 hours ago
@dierth,Esto es lo que esperaba de linkin park,7 hours ago
@arunshahofficial,Never seen the band members having this much fun on a music video before!!,7 hours ago
@sachaelena1200,Love this one.  Also nice to see Brad in the video,7 hours ago
@2KChriZzz,1.25 speed fire,7 hours ago (edited)
@DarKayserLeo,This is awesome!!!,7 hours ago
@corporationhomeoffice3366,"Até que fim voltaram a fazer boas musicas, isso sim é o som do Linkin Park",7 hours ago
@dhruvshetty.95,Everything's so hard yet goofy at the same time <3,7 hours ago
@TheOmega1102,am i the only one how feels hybrid theory vibes? love it! Can't wait for the new album. And the Tour next year? See you in Frankfurt! ❤🤟,7 hours ago
@777darcy,"Linkin park are on fire , best thing thats happened in years to nu metal ,emily is fantastic  nu metal is back",7 hours ago
@Tango_Mike,LETS FUCKN GOOOOOOOOO!!! \m/,7 hours ago
@hamdannoordin7722,Great taste,7 hours ago
@clichepuffeatingdiaries,❤❤❤❤❤❤,7 hours ago
@PedroRodrigues-o8g,mais uma bruta jarda.,7 hours ago
@Omnibot2kOG,"I'm going to need an extended breakdown on this one!!! 🔥🔥I love everything going on here! 
🤘😎",7 hours ago
@TehListeningPost,I like that they're not taking themselves too seriously and just enjoying it,7 hours ago
@mali_malay,So good,7 hours ago
@davehooper5115,This Is the best one since Emptiness Machine awesome stuff,7 hours ago
@lolkmii8040,❤️❤️❤️,7 hours ago
@romans.9514,Soulless,7 hours ago
@RealEchos,"Ugh, had potential until she started singing.",7 hours ago
@antonlord-1,Linkin Wick,7 hours ago
@tomastrchalik6791,1:34 so what exactly is doing Michael Jackson here?,7 hours ago
@EroeGanzo93,Per me questa canzone spacca! Bravi LP!!! ❤,7 hours ago
@Marwa.monsif,Abonné plzz❤,7 hours ago
@DinduMuffins,"This is so bad 😂 you guys knocked it out of the park, I swear 😂",7 hours ago
@lakdekpopesporkihyun4725,Nos vemos en 2025🥹🥹💕💕🇦🇷🇦🇷. Después de 7 años!!!😭😭🥹💕💕💕,7 hours ago
@Whynoppee,Ooooooh myyy,7 hours ago
@ЕкатеринаМаркова-в7д,he would have been proud of you guys,7 hours ago
@leonthelegomasrtert5319,🔥🔥🔥🔥🔥,7 hours ago
@littlethumbs,🫶🏼❤,7 hours ago
@petersukhanov5483,Linkin Skillet,7 hours ago
@Apexl0l8495,Is this scrapped from Hybrid Theory? I'd love to know,7 hours ago
@akash0damawale12d,Heavy on the metal old vibes 🔥,7 hours ago
@ITA23K,"Contento per la strumentale che è tornata ai tempi di meteora era ora cazzo la linea da seguire per gli strumenti è questa il resto deve tanto migliorare tra la sua voce e sti balletti in sto video sono odiosi non mi convincono.
Vedremo nel futuro.",7 hours ago
@IbrahimKhan-s6v6f,noone can replace chester,7 hours ago
@repolfc2438,"Thats betterrrrr, much closer to what i been wanting to hear from them since this new singer came in",7 hours ago (edited)
@ckbunnyy,Awesome,7 hours ago
@RebeccaSigsworth,Loving these new songs!!,7 hours ago
@fin4eg,Fake Linkin Park,7 hours ago
@AllEyezSee,I’m just not feeling her. If she wasn’t part of this band I feel like nobody would listen to her,7 hours ago
@Владислав-х8л5г,Дуже схоже на олдовий лінкін парк.,7 hours ago
@Jenax94,"to the video: it's absolutly amazing to see you guys in suits...and i love the fact, that you guys did that kind of video for these lyrics and music...i like the massage that comes with the outfits to the lyrics...it's like a self confident punch in the face for the lyrics....:D guys, you look all damn great in suits :) I love the self-confidence that Emily brings to the band <3",7 hours ago (edited)
@novelay,Intersting lyrics,7 hours ago
@zuza877,"Oh, wow... How good is that!!! 🤯🔥🔥🔥 Vocally, musically, visually, energetically... Perfect! Well, I love them... (and I love that Emily has the opportunity to go wild in LP like she did in Dead Sara ❤️).
And I already have a ticket for the concert in Poland 😎😁❤️",7 hours ago
@MrSchwabentier,"Well, the stuff she did before Linkin Park was more successful than the stuff Chester did besides Linkin Park.  Turns out being IN Linkin Park is the trick, no matter who you are.
Unless you are Mike Shinoda.",7 hours ago
@RhadzonyJR,i honestly thought the leaking were AI or some fake think... but turns out it was real... i cant believe i had the full new album downloaded for two weeks... dang,7 hours ago
@Iceman09-CZ,Figure.09 + You Can't Stop Me (Song by band called Guano Apes),7 hours ago
@StefanoMauri-l4w,So tired of her already,7 hours ago
@rosenbergtoni,love u guys,7 hours ago
@matthiasmeier5588,Great great great!,7 hours ago
@toviczauri104,"Keren banget woy kalian, empat jempol ke atas. 

👍👍👍👍",7 hours ago
@HasanTuğraKavak,One step closer vibes,7 hours ago
@devochka_s_dcp,O may God! This amazing😍,7 hours ago
@kasukidw4036,Who else listening to this on 2024 🔥🔥🔥🔥,7 hours ago
@milosvob4862,incredible cut 👌🤘🏻🔊🔊🔊🔉👍🤪,7 hours ago
@AdamZildjian,😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,7 hours ago
@v1tawt,Голосистая бабёнка! Кайф ),7 hours ago
@youshkow,GREATE,7 hours ago
@DarkPhonix97,Amazing song 🎶 ❤,7 hours ago
@corteshub7109,Uau 💪👏👏👏✅✅,7 hours ago
@colinmacdonald7694,They did a nice job of capturing their sound. I'm not judgmental towards any member past or present...,7 hours ago
@mayflowerwolves5444,"Linkin Park Ft. Maria Brink anyone??😱

I like how this song has a mix of their older stuff with the newer sound :3 It has that Heavy Is The Crown intro sound",7 hours ago (edited)
@thespirit_1,wow,7 hours ago
@juandavidlorduy916,Dios mío los amo,7 hours ago
@JPk-w4t,Yes yes there back 😅,7 hours ago
@fin4eg,До тех пор пока живьем не услышишь 😂,7 hours ago
@marlonbrendo7,melhor coisa desse ano foi ver o linkin park voltando,7 hours ago
@camilagomez6098,"They are being very intelligent with the album, this songs resembles a lot to ""One Step Closer"", and ""Heavy is the crown"" is very similar to ""Faint"".",7 hours ago (edited)
@williesandjaya,One step closer remake,7 hours ago
@Mejorimposibleok,OMG,7 hours ago
@Aunzada,"""Sus แม่งโคตร F**king เฟี้ยว! (Badass!)"" 🤘

เพลงนี้.. มันเหมาะกับคำอุทานแบบนี้แหละ",7 hours ago
@vidtrel,😎😎😎🔥🔥🔥🔥,7 hours ago
@anubis85gaming57,"I love it, thank you Linkin park!",7 hours ago
@vladimirmakarov3103,"The bridge feels a little KoЯny, that's cool",7 hours ago
@reekelitsoerapoeya3334,Ho etsahala satane❤️‍🔥❤️‍🔥💯💯💯,7 hours ago
@yaradmitriev7129,It delivers satisfaction :-),7 hours ago
@Gabriel-2024T,John Wick LP mood 🔥,7 hours ago
@pioudesombres,"Not because of the woman singer (I prefer precise it), but it was better before, in my opinion. You can improve.",7 hours ago
@edouardb4003,"Que les cuesta hacer canciones asi, son tan geniales, parece que la hicieron para mantener a fans antiguos contentos... 

Un 3 de 10 en nivel linkin park 1999-2005 

Rock (guitarras ritmica), Scratch, Rap, coro muy poco pero fue el punto mas bajo. 

La chica se ve ridícula con los movimientos que hace 😅",7 hours ago
@snowcockroach,"So it’s not just me—I feel like I’ve become 20 years younger! This song is like a time capsule, isn’t it?",7 hours ago
@Erbsenzaehlerin123,Sounds a little familiar- Paramore :D,7 hours ago
@ohhromario,I absolutly love it!,7 hours ago
@diegonudelmanmusic5615,"I have to say, Hybrid Theory was such a slap in my face back then, but I never had a similar feeling with any other LP album, and never really clicked with the rest of the discography. So I kinda lost interest in the band. Until now.

If someone had told me that, in 2024, I would be so excited by a Linkin Park release...",7 hours ago (edited)
@freesoulmadness3383,"Now, imagine Chester singing on this 😳",7 hours ago
@T1991Mike,"This is not conducive towards working midnight shifts.. I may need to call in tonight, sleep is unlikely.",7 hours ago
@reniervandermerwe,Worst LP song I have ever heard,7 hours ago
@Chris7uk00,"Right!, now I'm seeing it, wasn't sure before, from zero to hero 🙂",7 hours ago (edited)
@jeffwaite1961,Amazing song and video! One of my favorites off this album so far!,7 hours ago
@emendoza3028,Simply amazing! I'm suddenly finding myself in 2003. ☺️🤙,7 hours ago (edited)
@eoncatalyst,"Sounds like music from Meteora, they decided to give fans what they wanted for so many years! Well done!
Emily is awesome! Haters can fak themselves!",7 hours ago
@buttons22,Is it just me or is this a bit mid?,7 hours ago
@MyFavoriteBand,maybe they should change the name,7 hours ago
@andreinarincon4377,Uff love it ❤🔥,7 hours ago
@gojira666,PETTTJAAHHHHH🤘🤘,7 hours ago
@Osirlox,Only two rappers that i love to hear them rap are mike shinoda and eminem !!,7 hours ago
@Abdussalam_3,Joker park 😅😅💔💔💔,7 hours ago
@FAlcoNatiker77,Хуйня. Честер незаменим,7 hours ago
@adamsyscoin,"F yeah, last time i felt LP this way was when i was in school",7 hours ago
@Pegasus_ynwa8142,I'm feeling alive ❤❤❤❤,7 hours ago
@paulomateus4460,"Carai muito foda , one step close 2 com toda certeza 🔥🔥🔥",7 hours ago
@julio_adame,"Holy smokes, this track teleported me back to 2003! Linkin Park is back!!!",7 hours ago
@ชัยธวัชสังขสถาพร,ฉันรักพวกคุณ,7 hours ago
